V1,V2
V1,V2
V1,V2
V1,V2
V1,V2
0,801
0.333388864994049,3300
0.666777729988098,3300
1.00016665458679,3300
1.3335554599762,801
1.66694438457489,3300
2.00033330917358,3300
2.33372211456299,3300
2.66711091995239,801
3.00049996376038,801
3.33388876914978,801
3.66727757453918,801
4.00066661834717,3300
4.33405542373657,3300
4.66744422912598,3300
5.00083303451538,801
5.33422183990479,3300
5.66761112213135,3300
6.00099992752075,3300
6.33438873291016,3300
6.66777753829956,1778
7.00116634368896,1767
7.33455514907837,2985
7.66794395446777,2377
8.00133323669434,1852
8.33472156524658,1731
8.66811084747314,1620
9.00150012969971,1514
9.33488845825195,1547
9.66827774047852,1493
10.0016660690308,1434
10.3350553512573,1357
10.6684436798096,1307
11.0018329620361,1371
11.3352222442627,1460
11.6686105728149,1419
12.0019998550415,1344
12.3353881835938,1354
12.6687774658203,1306
13.0021657943726,1320
13.3355550765991,1336
13.6689443588257,1334
14.0023326873779,1339
14.3357219696045,1350
14.6691102981567,1395
15.0024995803833,1382
15.3358879089355,1357
15.6692771911621,1416
16.0026664733887,1505
16.3360557556152,1524
16.6694431304932,1477
17.0028324127197,1477
17.3362216949463,1535
17.6696109771729,1547
18.0030002593994,1540
18.3363876342773,1581
18.6697769165039,1640
19.0031661987305,1644
19.336555480957,1634
19.669942855835,1659
20.0033321380615,1676
20.3367214202881,1666
20.6701107025146,1646
21.0034999847412,1635
21.3368873596191,1643
21.6702766418457,1638
22.0036659240723,1629
22.3370552062988,1647
22.6704444885254,1630
23.0038318634033,1627
23.3372211456299,1630
23.6706104278564,1631
24.003999710083,1631
24.3373889923096,1636
24.6707763671875,1641
25.0041656494141,1640
25.3375549316406,1630
25.6709442138672,1626
26.0043315887451,1625
26.3377208709717,1613
26.6711101531982,1594
27.0044994354248,1579
27.3378887176514,1571
27.6712760925293,1565
28.0046653747559,1562
28.3380546569824,1560
28.671443939209,1552
29.0048332214355,1547
29.3382205963135,1553
29.67160987854,1565
30.0049991607666,1567
30.3383884429932,1569
30.6717758178711,1576
31.0051651000977,1576
31.3385543823242,1563
31.6719436645508,1551
32.0053329467773,1550
32.3387222290039,1546
32.6721115112305,1531
33.005500793457,1516
33.3388862609863,1520
33.6722755432129,1533
34.0056648254395,1535
34.339054107666,1531
34.6724433898926,1525
35.0058326721191,1511
35.3392219543457,1494
35.6726112365723,1484
36.0060005187988,1487
36.3393859863281,1494
36.6727752685547,1483
37.0061645507812,1470
37.3395538330078,1490
37.6729431152344,1551
38.0063323974609,1581
45.0074996948242,1624
45.3408889770508,1611
45.6742744445801,1600
46.0076637268066,1595
46.3410530090332,1596
46.6744422912598,1601
47.0078315734863,1605
47.3412208557129,1607
47.6746101379395,1609
48.007999420166,1612
48.3413887023926,1615
48.6747779846191,1620
49.0081634521484,1623
49.341552734375,1623
49.6749420166016,1622
50.0083312988281,1619
50.3417205810547,1617
50.6751098632812,1618
51.0084991455078,1617
51.3418884277344,1614
51.6752777099609,1611
52.0086631774902,1612
52.3420524597168,1613
52.6754417419434,1612
53.0088310241699,1612
53.3422203063965,1612
53.675609588623,1610
54.0089988708496,1606
54.3423881530762,1611
54.6757774353027,1623
